userName,content,score,at,thumbsUpCount
A Google user,Faransh,3,2017-08-17 08:16:02,0
A Google user,Dear all people please don't apply any loan application through this app this app taking 500/- charge and  this is lootmar,1,2017-08-16 14:33:20,9
A Google user,Even after funding they are not disbursing money . It's fake . Don't waste your time here,1,2017-08-16 11:22:01,2
A Google user,Good,5,2017-08-14 06:21:03,0
A Google user,Pathetic app just lengthy process similar to visit a bank.,1,2017-08-09 05:23:48,7
A Google user,Its sad to see an app not being able to do a simple sign up and that too on a day they advertise in the paper...unless the advert is more for the company investors.,1,2017-08-09 03:16:48,5
A Google user,Its a scam. Don't waste time or spent money in this app.,1,2017-08-08 13:25:10,1
A Google user,Worst and fake don't apply.....,1,2017-08-08 04:55:17,2
A Google user,"Scam asking 500 before any approval,worst",1,2017-08-07 06:06:18,1
A Google user,"They Take 500 as registration... and after that they reject the loan saying you can pay, we trust but we cant provide you loan... as they say your credit score is bad... as my credit score is 748... also they say however there is low credit score we will give the loan...",1,2017-08-05 06:24:52,2
A Google user,Great app,5,2017-08-04 19:38:57,2
A Google user,*Beggar's*.... Please don't apply and lose your amount.,1,2017-08-04 10:59:53,4
A Google user,Worst company. Pathetic service. After spending 500 bucks for registration I logged application for 60000 INR and they modified the application to 100000 INR and rejected it. Afterwards when I enquired about the same then they proceeded for 50000 INR and collected all documents and cheques. Now after waiting for 15 days they again rejected my application after approving it initially. THUGS. I want my 500 INR back,1,2017-08-04 06:51:58,7
A Google user,Go for it,5,2017-07-31 02:26:20,0
A Google user,They are real cheaters..good way to earn money. They take 500 rupees as non refundable registration charges and later they reject your loan application and in return provides a ebook to improve credit score. I have a CIBIL Score of 719 still you guys rejected my loan application stating low CIBIL Score. Really non trusted app.,1,2017-07-30 08:16:06,8
A Google user,This is nice app for borrowers and lenders.,4,2017-07-19 08:53:06,0
A Google user,"I am really happy with the service, easily received the funded amount",4,2017-07-18 05:30:05,5
A Google user,Time wasting app. Cheaters,1,2017-07-18 02:50:37,1
A Google user,Absolutely fake app.Telling me to give 500rs as processing fee without any loan approval and nothing.I guess the company itself needs financial support from others to fulfil their daily needs,1,2017-07-16 12:12:35,8
A Google user,"Worst company, cheaters, pathetic service.. Never believe on this online fraud company. They are here to just cheat people. As an user I found the worst experience ever and going to file a police complaint.. Cheaters",1,2017-07-10 11:48:38,13
A Google user,"Worst service, no tracking of ur loan application, charge 500 but no further processing.",1,2017-07-03 10:06:55,3
A Google user,"This is a fraud website. Firstly they will ask all your documents, they will ask you to pay 500 rupees and then they will say that they can't process the loan and will provide a EBook worth rupees 600. It's just a joke.",1,2017-06-30 18:59:14,1
A Google user,Fraud hai bhaiyo bach k,1,2017-06-28 19:47:07,1
A Google user,It's fake . Just for fool customer,1,2017-06-25 08:35:23,1
A Google user,Total fraud company..,1,2017-06-24 16:19:50,1
A Google user,Collection process need to improve,2,2017-06-22 17:11:06,7
A Google user,Good reviews,5,2017-06-21 11:58:41,0
A Google user,"Guys, please don't ask for loan through this app. This company is a fraud company. Instead of this, I would recommend you all to go with Loan Singh for any type of loans. Amount you will get will be less, but atleast they are not a fraud company.",1,2017-06-15 06:55:50,0
A Google user,"application 23 may 2017 apply personal loan but till date not  full receive amount process very Slow, amount receive part part .",3,2017-06-15 03:16:00,1
A Google user,Like it,5,2017-06-08 20:01:56,0
A Google user,PLEASE GUYS DONT GO WITH FAIRCENT.  I applied for the loan and shared reqrd document as well and when I check my loan account status the funding of my loan amount has been done however I have not received any call for future steps even they stop responding to mail's and call. My personal details is with faircent guys and I doubt it's not secured as well. I would have rate it negative if Google have negative rating system.,1,2017-06-05 10:45:06,11
A Google user,This is fraud company...I have already paid one time process fee for loan...but there is no support me after fee payment and phone customer care says: this is wrong number...be aware...this is fraud company,2,2017-06-05 06:41:49,2
A Google user,The group borrower profile can't be viewed. The screen icons are not user friendly. The app does not sync with website. It keeps showing pending agreements when there are none. The escrow passbook locked balance details are not visible.,3,2017-06-04 02:15:26,7
A Google user,Good App,5,2017-05-31 17:22:01,0
A Google user,Totally fraud app only to make fool to people dont waste your time and money with this app,1,2017-05-29 09:51:42,5
A Google user,"This is completely a fake company,i am filling a legal case",1,2017-05-27 19:38:09,2
A Google user,Disappointed by the service. Agent assisting me is not answering my call. Please credit my bank with 500 asap as you guys have charged me without any resolution.,1,2017-05-27 05:30:01,15
A Google user,Can 22 year person lend money through this platform,5,2017-05-23 03:36:45,1
A Google user,1. No one receive the call to help. 2. After registration it is said to pay 1500/- to complete the registration. 3. After paying registration fee no further action is taken. 4. This doesn't reply your mail. 5.After repeated calls and mails this company reverted only 1000/- of 1500/- So I advise to not to register on this site.,1,2017-05-21 04:45:07,1
A Google user,"There are plenty of scopes for improvement. I am writing just one. Allow pin based login for app, just like the banking, railway booking apps do. It's really annoying to type login id and password everytime. It defeats the purpose of having a app downloaded in phone",3,2017-05-18 17:01:22,0
A Google user,Good app usefull for investments and barrowings,5,2017-05-16 13:01:10,0
A Google user,Worst customer service called number of times but call getting disconnected I need help with my Loan application,1,2017-05-16 09:05:09,2
A Google user,Waste of time and waste of money.. fake people..,1,2017-05-02 11:06:28,2
A Google user,Useless...Telling to pay 2000 as backend charges...First lend money than ask for backend charges,1,2017-04-20 17:17:26,7
A Google user,Mailed all documents three days before. No response till now.,1,2017-04-10 10:38:47,1
A Google user,Before advance why how this trust?????,1,2017-03-29 15:09:10,3
A Google user,Fraud ..,1,2017-03-29 12:47:15,1
A Google user,I am looking forward changes in my life with the new financial services and support.,4,2017-03-27 17:31:09,0
A Google user,This is waste app don't apply any one plz my name Mani I send all the details but this people taking the information our us plz guys don't apply,1,2017-03-24 10:08:47,1
A Google user,This app is totally waste your time .I requested all friends PL.don't download this app.very bad.I also deposited his fees RS.500.He said your account balance is very low.,1,2017-03-24 07:15:21,1
A Google user,"Nice concept - with unfair trade practices.   I was asked to deposit 1,500 upfront, without an option to try the system. When I refused, I was offered an option to start with deposits of 500, with an ability to invest 50,000 @1%. However, now, when I finally decided to invest, I was surprised to find that ai can't invest and the 500 deposited disappeared in thin air, on the pretext of registration fee.",1,2017-03-12 15:17:13,1
A Google user,Always show your dashboard is unavailable please try after some time. What to do,3,2017-03-06 09:00:18,3
A Google user,"Stop Spamming my number right now. You use SMS like push notifications, sending random 'missed investment opportunities' and you monthly returns bullshit. Really out of your mind, sending SMSes for every activity on ur stupid platform",1,2017-02-21 10:20:19,9
A Google user,Investment made easier,4,2017-02-08 07:19:50,1
A Google user,Excellent app,5,2017-01-26 16:14:32,6
A Google user,Charges 1500 even before we know what's in the app. Is there any guarantee that the money we pay will be returned to us after the tenure time period? If not what will happen to the money we lend?,1,2017-01-04 14:16:20,2
A Google user,"""Faircent saved me big bucks and helped me build my credit. My financial goals are no longer on hold due to my credit card debt.""",5,2017-01-02 11:02:34,9
A Google user,Dreams come true,5,2016-12-23 03:37:50,1
A Google user,Not able to launch the application,1,2016-11-21 16:24:09,2
A Google user,"Asking people to pay 1500 upfront without even knowing what's in the app. Founders, what's wrong with u? Your explanation about upfront fees is not good enough. Change ur policies.",1,2016-10-17 14:58:03,3
A Google user,Plz keep the app updated.  The upfront fee is very small vs the potential to make money.,5,2016-10-15 04:14:19,4
A Google user,Wasted my registration fees. The app doesn't work.,1,2016-10-12 08:02:18,3
A Google user,"I Paid 500 Rs for this service, neither I didn't get the loan or refund amount.",1,2016-10-07 14:05:47,2
A Google user,When we try logging it ask for money.. 1500.. why.. ? First lend money.  Work .  Then ask for money,1,2016-10-05 09:14:47,2
A Google user,Worst app... unable to log in....very slow processing,1,2016-09-19 12:21:13,3
A Google user,"You are expecting customers to pay for their service even without experience it even once? Ridiculous concept. I mean the most basic thing would be to let user understand your product and then pay. If the logic is hidden charges, that can be covered later as well.",1,2016-09-04 11:37:53,6
A Google user,We dont know how we will get loan what is the interest before that we need to pay 1500 ek dam bakwas...mad people only pay before fees fraud peoples.,1,2016-08-27 20:35:23,6
A Google user,A nice way to bring people with extra money in touch with people who needs money,5,2016-08-19 07:21:34,2
A Google user,The practice of Rs.1500 cannot be justified.  Instead of that there can be a commission at the closing of a loan...that Will be a better practice,1,2016-08-17 04:30:21,2
A Google user,I wonder how this guy's will get funding n all..worst ever app...date cannot select properly..and no automatical feed when u select city more than all this forcing customer to pay 500 rs registration fee without even explaining about their process.its like they built app only for 500 rs ...any company if Loan is approved they have a right to ask commission charges or any charges but this u like pay and proceed for anything. Guys keep in mind always put fee for successful transaction.,1,2016-08-13 00:39:37,2
